"C","N","H","O"
1.03848017103518,-0.263874795508136,0.744730038121835,0.378874923885052
0.571282637340785,0.872858513192753,0.824478161829254,0.704928231490404
0.569281791372072,-1.18896108082328,2.15427812465047,1.29937907889284
0.424220458640407,0.102781315427728,1.80837063806954,1.56678255372772
0.509256412310693,0.175317619217208,1.69971381951818,1.75068457173684
-0.408131464344046,0.47241837035494,1.91104634734284,1.81927505412942
-0.0939986472561637,0.0560798595632683,0.718811897916924,1.67215343972213
0.195123595222811,-0.391061739139004,2.15228442155778,1.17611502357862
0.560277984512865,-1.03097104928181,2.26094124010914,1.55883003403003
0.150104560926777,-0.263874795508136,1.6279405081815,1.05782129307546
0.941439141552621,0.167368435240278,0.363932747418909,0.0210115374889349
0.0560648003972833,-0.658353050363252,2.19913644423589,1.53497247493695
0.564279676450291,1.12027686447468,0.982977557697749,0.515061823708019
0.150104560926777,-0.520235978764106,1.1335021411955,1.04887470841556
0.108086795583812,-0.220154283635025,0.717815046370581,1.243711441009
0.133097370192719,-0.444718730983277,1.53623016591797,0.889824314461731
1.04748397789439,-0.328461915320686,0.141634852584478,0.166145021971805
0.238141783550132,0.453539058409733,0.0698615412478007,0.574705721440705
-0.424138232093747,0.235930147041294,1.22022822572732,1.17710908854084
-1.6046373536342,0.693008225714728,-0.66182749376777,0.499156784312636
-1.54061028263539,0.423729618496248,-0.509309207177331,1.40375589992504
-1.71468388191339,0.0491243235834552,-1.0894768071488,-0.126110076918358
-1.59863481572806,1.58828507111639,-0.547189565938355,0.317242896227943
-1.59063143185321,1.41837126360953,-0.0168645432840176,0.581664176176185
-1.54061028263539,0.67710985776087,-0.23617188347942,0.184038191291611
-1.58562931693143,0.668167025786824,-0.499340691713903,0.528978733178979
-1.55761747336945,0.256796754980733,-2.22688442152587,-0.20364714397085
-1.55561662740074,0.476392962343405,0.139641149491792,1.17313282869199
-1.68567161536706,0.688039985729147,-0.320904264918553,-0.359715343038046
-1.29950834340552,0.618484625931016,-0.510306058723673,0.230759244515548
-1.82973252511437,0.231955555052829,-0.780452827782555,-0.16189641555797
-1.46457813582431,0.676116209763753,-0.935961669012023,-0.36269753792468
-1.59463312379063,0.336288594750026,-0.644881017479943,0.251634608721988
-2.01481077722029,0.172336675225859,-0.191313563893997,1.50117426622176
-1.62564623630568,0.55787209810693,-0.49834384016756,-0.609225648553116
-2.0968454619375,0.240898387026874,0.0868080175356273,0.808310987560393
0.316174776329925,0.90465524910047,0.396828848448219,-0.731495638905123
0.0630677612877775,0.745671569561885,-0.58207937006035,-0.714596534547529
0.421219189687338,0.612522737948319,-0.856213545304604,-0.67383987109686
0.299167585595867,0.334301298755794,-0.992782207153559,-0.849789369408284
-0.0969999162092327,0.703938353683006,-0.72761969582639,-0.655946701777054
0.173114289566972,0.697976465700309,-0.995772761792587,-1.00188130862663
0.171113443598259,0.789392081434996,-0.570117151504238,-1.48400281529918
0.0350559177258007,0.8142332813629,-0.558154932948125,-1.70567930187233
0.0110457661012492,0.415780434519319,-1.19913047724651,-2.08342398751268
0.317175199314281,0.97719155288995,-1.22903602363679,-1.46014525620611
0.331181121095269,0.416774082516435,-0.703695258714165,-1.87069408559943
0.0540639544285706,0.534024546176142,-1.11340124426103,-1.7722816543405
0.330180698110913,1.62306275101546,-1.21208954734896,-1.33986339577852
0.327179429157844,1.89532230222528,-1.12037920508543,-1.3289286811942
0.327179429157844,1.5028313433644,-0.921008895816882,-1.0426379720773
-0.062985534741118,0.482354850326102,-1.24598249992461,-0.828914005201844
0.146102868989351,0.538992786161723,-0.939949075197394,-1.62018971512215
0.0470609935380765,1.0785436485958,-0.557158081401782,-1.05754894651047
0.0230508419135249,1.11828956848045,-1.72347439062279,-1.61720752023551
0.408213690890706,0.670154321781056,-0.755531539123987,-0.782192951977906
1.02747551820726,-1.48804912795525,0.472589565970267,-0.199670884122004
1.02947636417598,-0.928625305578848,-0.312929452547811,-1.01778634802202
0.853401918929265,-1.21877052073677,0.29514999072126,-0.632089142683979
1.33860706634208,-1.27441480857527,0.0389591433111758,-0.291124860645456
1.11451231784626,-1.55661083975626,0.119704118564938,0.175091606631708
1.04748397789439,-1.6698867114275,-0.0477669412206424,0.410685002675818
1.20154911748526,-2.50653832499931,1.24714321747858,0.359987689603035
1.21555503926625,-1.82290850298339,0.36094219277988,-0.164878610444604
1.02547467223855,-1.30720519248011,0.342002013399368,-0.19668868923537
0.949442525427471,-1.84278146292572,-0.324891671103924,-0.307029900040839
1.00346536658271,-0.993212425391398,-0.139477283484174,0.168133151896228
1.17353727392329,-1.8845146788046,0.08780486908197,-0.313988354776319
0.957445909302322,-1.48705547995813,0.183502617530873,0.206901685422474
1.08249878234686,-0.678226010305575,0.293156287628574,0.398756223129281
1.00446578956707,-1.50295384791199,-0.300967233991698,-0.0624899193368258
0.947441679458759,-1.08661533712032,0.526419549472775,0.692005386981655
0.956445486317965,-1.72652464726313,-0.0597291597767553,-0.417371110846309
